Variable,Coefficient
dist_from_ez,-0.39418793561917914
wind_speed,-0.18167710406515475
o_pt,0.5393631535128375
decayed_rtg,-0.18604329215912008
num_passes,0.17947712475038555
upwind_dist,-0.06900181922354437
dist_from_middle,-0.032107663995588884
Intercept,0.10135765971299396
alpha,1.0
