action_id,gm_id,point,poss,thr_id,rec_id,num_passes,dist_from_ez,dist_from_middle,dist_from_mid_ez,from_pull,o_pt,upwind,downwind,wind_speed,opp_rank,opp_rtg,decayed_rtg,bracket,consolation,other,postseason,tct,downwind_dist,upwind_dist,scored_on_poss,scored_on_pt,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10,player_11,player_13,player_14,player_16,player_17,player_18,player_19,player_20,player_21,player_22,player_23,player_24,player_25,player_26,player_27,player_28,player_29,player_30,player_31,player_32,player_35
206,2,8,1,14.0,27.0,0,58.203125,0.9230779999999994,58.210444361469264,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
207,2,8,1,27.0,14.0,1,43.0468784,10.692308,44.354922955081896,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
208,2,8,1,14.0,31.0,2,41.7187516,9.307692,42.74444250928262,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
210,2,8,2,35.0,31.0,0,61.56249749999999,17.153847999999996,63.90771158197271,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
211,2,8,2,31.0,14.0,1,60.2343784,7.307692000000001,60.676047198225184,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
212,2,8,2,14.0,29.0,2,54.4531216,7.846154,55.01549404100724,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
213,2,8,2,29.0,27.0,3,34.375001999999995,10.6153844,35.97675844847291,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
214,2,8,2,27.0,14.0,4,12.031251999999997,17.538461599999998,21.268489837837063,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
215,2,8,2,14.0,31.0,5,19.9218743,7.7692308,21.383218252841857,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
216,2,8,2,31.0,14.0,6,25.9374993,4.846153200000001,26.38634250470062,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
217,2,8,2,14.0,35.0,7,15.468751999999997,9.0,17.89643228237136,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
218,2,8,2,35.0,21.0,8,11.328124300000002,4.076922000000001,12.039422459168652,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
219,2,10,1,14.0,35.0,0,72.57812299999999,6.615384799999999,72.8789904859775,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
220,2,10,1,35.0,27.0,1,65.15625250000001,0.3846143999999984,65.157387670781,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
221,2,10,1,27.0,4.0,2,57.81250399999999,15.923078,59.96524019583428,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
222,2,10,1,4.0,25.0,3,47.96875250000001,15.384614399999998,50.37546601911435,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
223,2,10,1,25.0,27.0,4,35.7812475,2.307692000000001,35.85558694294545,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
224,2,10,1,27.0,4.0,5,30.156248999999995,5.230768800000001,30.6065400852343,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
226,2,10,2,27.0,21.0,0,24.062501999999995,10.230769999999998,26.1471347817099,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
227,2,10,2,21.0,35.0,1,9.765626,12.769232000000002,16.07547004108123,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
228,2,10,2,35.0,27.0,2,2.0312509999999975,0.0769232000000008,2.032707013737894,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
229,2,11,1,14.0,35.0,0,68.515625,6.000000000000001,68.77783704901329,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
230,2,11,1,35.0,4.0,1,60.0781234,0.1538467999999992,60.07832038350854,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
231,2,11,1,4.0,29.0,2,55.00000200000001,12.153846,56.326869188618325,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
232,2,11,1,29.0,14.0,3,37.343748,12.3846156,39.34379516832695,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
233,2,11,1,14.0,25.0,4,46.171875,12.307692,47.7841116207311,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
234,2,11,1,25.0,35.0,5,31.1718757,17.7692308,35.880794276045776,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
235,2,11,1,35.0,4.0,6,29.1406267,6.692308000000001,29.899215889979736,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
236,2,11,1,4.0,31.0,7,14.375,17.6153846,22.736367335304845,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
237,2,11,1,31.0,27.0,8,5.5468741,19.15384612,19.9408533786769,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
238,2,11,1,27.0,14.0,9,11.249999,7.3846148,13.457154723208768,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
239,2,11,1,14.0,4.0,10,11.093751700000002,4.538462000000001,11.986198901515731,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
241,2,12,1,2.0,23.0,0,70.62499600000001,20.0,73.4022483306882,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
242,2,12,1,23.0,1.0,1,59.68749799999999,18.384616,62.4547157784539,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243,2,12,1,1.0,17.0,2,60.00000250000001,6.307692,60.33064957686823,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,2,13,1,21.0,4.0,0,52.57812100000001,0.615384000000001,52.58172216044372,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
245,2,13,1,4.0,29.0,1,42.343754,10.384614399999998,43.598551799907334,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
246,2,13,1,29.0,27.0,2,30.7812492,15.692308,34.550453436668015,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
247,2,13,1,27.0,21.0,3,16.640626000000005,16.0769224,23.13823388954952,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
248,2,13,1,21.0,35.0,4,6.9531240000000025,16.692307999999997,18.082562863881876,1,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
249,2,13,2,21.0,35.0,0,24.7656242,14.6923064,28.79583319452845,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
250,2,13,2,35.0,27.0,1,11.796875,10.923078,16.07730987322534,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
251,2,13,2,27.0,21.0,2,6.0156259,1.3846159999999983,6.172917983920311,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
252,2,13,2,21.0,27.0,3,8.281250800000002,10.153846,13.102660165180836,0,1,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
254,2,14,1,20.0,28.0,0,13.3593733,7.846152000000002,15.49306154947617,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
255,2,15,1,1.0,23.0,0,13.593749199999998,12.692308,18.59797568767538,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
256,2,15,1,23.0,28.0,1,26.5625017,3.999999999999999,26.861989810185374,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
257,2,15,1,28.0,29.0,2,18.671875,11.4615388,21.909034384918257,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
258,2,15,1,29.0,1.0,3,4.3749990000000025,12.0,12.77265110499778,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
259,2,15,1,1.0,17.0,4,12.109373999999995,13.0,17.76617400207135,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
260,2,16,1,14.0,27.0,0,31.796876999999995,12.076924,34.01313687760811,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
261,2,16,1,27.0,29.0,1,13.9843757,14.8461532,20.395367821067133,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
263,2,17,1,5.0,1.0,0,70.62499600000001,11.307692,71.52449900815022,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2,17,1,1.0,20.0,1,66.4843716,5.538461200000002,66.71466270251834,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2,17,1,20.0,9.0,2,57.6562534,10.769232,58.65338791574477,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2,17,2,20.0,16.0,0,18.8281267,11.923075999999998,22.28582725260673,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2,18,1,17.0,5.0,0,20.703123999999995,14.2307692,25.12238315492868,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
270,2,18,1,5.0,28.0,1,13.203126000000005,15.0769232,20.040861991206224,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
271,2,18,1,28.0,29.0,2,12.2656257,0.6153839999999988,12.281053345701114,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
272,2,18,1,29.0,23.0,3,13.437500800000002,10.923078,17.31704538147558,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
274,2,18,2,20.0,23.0,0,24.375001000000005,18.2307692,30.438489111216903,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
275,2,18,2,23.0,17.0,1,18.2031243,2.5384616000000015,18.379268798728777,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
276,2,18,2,17.0,29.0,2,0.4687505000000023,12.538461600000002,12.547220661402465,0,0,0,0,0,44,1379,965.3,0,0,1,0,0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
277,3,1,1,23.0,20.0,0,11.640623299999998,17.3846152,20.921973053815307,0,0,0,0,0,49,1331,931.6999999999999,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
278,3,1,1,20.0,1.0,1,18.359376000000005,8.3846152,20.18337085725393,0,0,0,0,0,49,1331,931.6999999999999,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
279,3,1,1,1.0,23.0,2,16.328126999999995,4.846153200000001,17.032114729709846,0,0,0,0,0,49,1331,931.6999999999999,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280,3,1,1,23.0,20.0,3,7.7343769999999985,12.000000000000002,14.27657478452479,0,0,0,0,0,49,1331,931.6999999999999,0,0,1,0,0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
