action_id,gm_id,point,poss,thr_id,rec_id,num_passes,dist_from_ez,dist_from_middle,dist_from_mid_ez,from_pull,o_pt,upwind,downwind,wind_speed,opp_rank,opp_rtg,decayed_rtg,bracket,consolation,other,postseason,tct,scored_on_poss,scored_on_pt,player_1,player_2,player_3,player_4,player_5,player_6,player_7,player_8,player_9,player_10,player_11,player_13,player_14,player_16,player_17,player_18,player_19,player_20,player_21,player_22,player_23,player_24,player_25,player_26,player_27,player_28,player_29,player_30,player_31,player_32,player_35
1139,10,21,1,21,27,4,37.109371,1.9230772,37.15916632,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1140,10,21,1,27,24,5,30.390626,10.538462,32.1659654,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1141,10,21,1,24,31,6,14.140623,11.0769232,17.96261246,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1142,10,21,1,31,21,7,22.109375,5.3076936,22.73754767,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1143,10,21,1,21,14,8,14.687499,10.307692,17.94355431,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1144,10,21,1,14,29,9,6.328126,18.61538456,19.66157982,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0
1145,10,22,1,32,9,0,11.171877,14.0769232,17.97138288,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1146,10,23,1,13,35,0,65.078125,4.1538452,65.2105573,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1147,10,23,1,35,13,1,65.2343734,3.8461544,65.34765777,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1148,10,23,1,13,24,2,60.8593775,12.153848,62.06109773,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1149,10,23,1,24,31,3,50.937504,18.384616,54.15370181,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1150,10,23,1,31,35,4,43.59375,17.769232,47.07611544,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1151,10,23,1,35,14,5,60.78125,1.2307692,60.79370974,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1152,10,23,1,14,35,6,55.0781284,14.846154,57.04391744,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1153,10,23,1,35,31,7,49.999996,5.2307688,50.27286089,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1154,10,23,1,31,35,8,38.5156275,2.7692308,38.61505148,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1155,10,23,1,35,13,9,35.7031266,9.1538464,36.85791846,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1156,10,23,1,13,27,10,24.8437517,18.53846148,30.99817015,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1157,10,24,1,10,20,0,59.7656266,3.2307696,59.85288627,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,10,24,1,20,9,1,49.0625034,6.923076,49.54854409,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,10,24,2,20,6,0,70.5468784,7.769232,70.97339655,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,10,24,2,6,20,1,57.0312466,20,60.43643842,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,10,24,2,20,10,2,66.328121,12.5384616,67.50283442,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,10,24,2,10,1,3,55.625,13.2307696,57.17686498,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,10,24,2,1,17,4,40.15625,13.5384612,42.37704975,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,10,24,2,17,9,5,30.156249,11.7692308,32.37150209,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,10,24,2,9,20,6,11.0156242,14.846154,18.48654281,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,10,24,2,20,6,7,16.953125,2.153848,17.08939755,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,10,25,1,26,32,0,56.5625025,7.076924,57.00350465,0,0,0,0,8,27,1584,1425.6,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1170,10,26,1,35,21,0,64.609371,11.5384628,65.6316002,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1171,10,26,1,21,14,1,63.828129,1.5384628,63.84666725,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1172,10,26,1,14,27,2,44.9999966,18.384616,48.61063463,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1173,10,26,1,27,14,3,33.515627,10.692308,35.17986219,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1174,10,26,1,14,31,4,42.265621,6.615384,42.78020598,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1175,10,26,1,31,25,5,15.546874,19.4615388,24.90896994,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1176,10,26,1,25,14,6,12.4999983,9.6153856,15.77040259,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1177,10,26,1,14,27,7,21.25,4.0769232,21.63755538,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1178,10,26,1,27,24,8,10.2343767,13.4615384,16.91021829,1,1,0,0,8,27,1584,1425.6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1179,11,1,1,23,11,0,70.0781266,5.692308,70.30893399,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1180,11,2,1,14,35,0,73.5937475,4.076922,73.70658698,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1181,11,2,1,35,14,1,65.7812516,1.384616,65.79582223,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1182,11,2,1,14,21,2,59.453121,8.0769228,59.99925232,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1183,11,2,1,21,27,3,41.406246,9.4615388,42.47349673,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1184,11,2,1,27,14,4,30.5468733,10.9230768,32.44110163,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1185,11,3,1,35,24,0,47.7343766,0.3846144,47.73592607,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1186,11,3,1,24,27,1,28.671876,1.46154,28.70910261,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1187,11,3,1,27,14,2,18.906252,5.9230768,19.81234977,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1188,11,3,1,14,27,3,20.5468767,13.6923076,24.69116096,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1189,11,3,1,27,21,4,13.4375008,0.9230768,13.46916844,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1190,11,3,1,21,35,5,13.828124,12.769232,18.82206947,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1191,11,3,1,35,24,6,1.5625003,14.307692,14.39275712,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
1192,11,5,1,35,21,0,70.859373,9.9230768,71.55080849,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1193,11,5,1,21,13,1,60.7031225,2.153846,60.74132147,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1194,11,5,1,13,21,2,47.9687525,14.8461532,50.2136384,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1195,11,5,1,21,31,3,51.2499975,0.9230768,51.25830971,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1196,11,5,1,31,21,4,41.250002,17.076924,44.6450893,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1197,11,5,1,21,31,5,28.0468758,5.923078,28.66548613,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1198,11,5,1,31,13,6,33.7500007,1.0769224,33.76717799,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1199,11,5,1,13,14,7,25.6249992,15.23077,29.80967861,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1201,11,6,1,10,23,0,71.0156225,18.6923076,73.4344674,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1202,11,6,1,23,10,1,55.390623,14.2307692,57.18947375,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1203,11,6,1,10,1,2,62.5,6,62.78733949,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1204,11,6,1,1,23,3,62.265623,2.923076,62.33419752,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1205,11,6,1,23,11,4,59.296877,11.0769224,60.3226146,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1206,11,6,1,11,9,5,47.265627,14.076922,49.31733193,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1207,11,6,1,9,5,6,30.2343743,11.0769224,32.1996211,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1208,11,7,1,35,25,0,51.0156216,0.3846144,51.01707141,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1209,11,7,1,25,21,1,48.5937516,12.5384616,50.18531373,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1210,11,7,1,21,29,2,35.859375,10.7692308,37.44156924,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1212,11,7,2,25,35,0,31.250001,9.6153856,32.69584381,0,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1213,11,7,2,35,29,1,31.5625,0.923078,31.5759953,0,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1214,11,7,2,29,31,2,17.500001,15.3076936,23.25027996,0,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1215,11,7,2,31,24,3,6.1718754,18.8461544,19.83102573,0,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1
1216,11,8,1,20,32,0,43.5156225,17.615384,46.94583214,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1217,11,8,1,32,9,1,51.093748,6.923076,51.56064455,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1218,11,8,1,9,20,2,36.328129,8.769232,37.37154514,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1219,11,8,1,20,30,3,29.7656258,14.76923,33.22834083,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1220,11,8,1,30,8,4,19.1406257,11.923076,22.55046105,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
1221,11,10,1,35,21,0,62.109379,12.846154,63.42395945,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1222,11,10,1,21,27,1,50.7812534,15.5384616,53.10536212,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1223,11,10,1,27,29,2,49.9218784,0.7692312,49.92780447,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1224,11,10,1,29,13,3,37.0312534,6,37.51418036,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1225,11,10,1,13,27,4,10.390624,16.1538456,19.20707668,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1226,11,10,1,27,21,5,17.578123,11.923076,21.24029542,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1227,11,10,1,21,29,6,15.468752,0.461538,15.47563588,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1228,11,10,1,29,21,7,7.187501,12.7692308,14.65310294,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1229,11,10,1,21,27,8,10.1562492,7.307692,12.51206459,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1230,11,10,1,27,21,9,12.031252,2,12.19635293,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1231,11,10,1,21,24,10,9.3750017,13.9230768,16.78519361,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1232,11,10,1,24,29,11,0.8593759,12.230768,12.26092218,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1233,11,10,1,29,35,12,3.203125,3.307692,4.604436571,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1234,11,10,1,35,29,13,0.4687505,2.5384616,2.581378377,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1235,11,10,1,29,27,14,0.5,10.3076936,10.31981334,1,1,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1
1236,11,11,1,20,26,0,70.234375,18.384616,72.60069929,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1237,11,11,1,26,32,1,55.0781284,18.692308,58.16358488,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1238,11,11,2,10,9,0,69.999998,20,72.80109697,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1240,11,11,3,23,10,0,70.1562475,8.615384,70.68326467,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1241,11,11,3,10,20,1,68.8281284,3,68.89347762,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1242,11,11,3,20,10,2,60.0781234,11.6153848,61.19066984,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1243,11,11,3,10,11,3,65.1562525,1.46154,65.17264257,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1244,11,11,3,11,8,4,56.718752,11.7692304,57.92695066,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1245,11,11,3,8,32,5,38.7500034,18.4615372,42.92308376,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1246,11,11,3,32,23,6,32.734374,19.384616,38.04343016,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1248,11,12,1,16,1,0,70.234375,2.4615384,70.27749713,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1249,11,12,1,1,30,1,50.5468775,9.76923,51.48227539,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1250,11,12,1,30,5,2,38.828121,20,43.67634349,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1251,11,12,1,5,3,3,23.515626,18.615384,29.99195205,0,0,0,0,8,9,1819,1637.1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
