action_id,year,date,trn_id,gm_id,poss_id,point,poss,thr_id,rec_id,thr_match,rec_match,start_x,start_y,end_x,end_y,dist_yd,gain_yd,horz_yd,o_pt,wind_speed,wind_direction,game_type,opp_region,opp_rank,opp_rtg,postseason,tct,to,thr_err,rec_err,ast_att,hock_ast,huck,swing,dump,from_side,to_side,blk,callahan,stall,drop_pull,scored_on_poss,scored_on_pt,dist_from_middle,dist_from_ez,dist_from_mid_ez,bracket,consolation,other,from_pull,upwind,downwind
921,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,5.0,32.0,m,m,0.40576923,0.48579547,0.37884617,0.56960225,9.229710789530001,-9.16519326758,1.0894031447964,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.7692308000000008,33.4375017,33.649273703323395,0,0,1,0,0,0
922,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,32.0,26.0,m,w,0.37884617,0.56960225,0.38076922,0.39417613,19.18493448277,19.18477590932,0.07781364873415,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.846153200000001,42.6562475,42.93064932678198,0,0,1,0,0,0
923,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,26.0,32.0,w,m,0.38076922,0.39417613,0.44615385,0.4509943,6.753495160706,-6.2136940765899995,2.645695432632,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.769231199999999,23.3593743,23.841265359174077,0,0,1,0,0,0
924,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,32.0,16.0,m,w,0.44615385,0.4509943,0.6615385,0.43607953,8.86655134239,1.6310953649409998,8.715231370076,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1538459999999993,29.609373000000005,29.687607213193274,0,0,1,0,0,0
925,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,16.0,32.0,w,m,0.6615385,0.43607953,0.925,0.29616478,18.6487407806,15.301216974749998,10.66059339436,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.461540000000001,27.9687483,28.705441655552924,0,0,1,0,0,0
926,2023,2023-07-15 15:00:00,2,9,9.9.1,9,1,32.0,5.0,m,m,0.925,0.29616478,0.001923077,0.052556816,45.8786455316,26.64121011356,37.35098861767,0,13,,pp,MA,44,1379,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,17.0,12.578125800000002,21.147322493418066,0,0,1,0,0,0
927,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,,17.0,,m,0.3903846,0.37144887,0.3903846,0.37144887,0.0,0.0,0.0,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.384615999999999,20.8593757,21.315215505858873,0,0,1,0,0,0
928,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,23.0,32.0,w,m,0.35192308,0.3465909,0.73653847,0.36789772,15.73638298512,-2.330134376493,15.56291128609,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.9230768000000005,18.124998999999995,19.068257065833237,0,0,1,0,0,0
929,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,32.0,26.0,m,w,0.73653847,0.36789772,0.4173077,0.36789772,12.91721716579,0.0,12.91721716579,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,9.461538799999998,20.468749199999998,22.54973193358196,0,0,1,0,0,0
930,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,26.0,23.0,w,w,0.4173077,0.36789772,0.21538462,0.2578125,14.54976910989,12.039029744419999,8.17052872594,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.307692,20.468749199999998,20.73428369101196,0,0,1,0,0,0
931,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,23.0,26.0,w,w,0.21538462,0.2578125,0.31730768,0.2911932,5.507746183863,-3.650545311007,4.124171179135,0,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11.384615199999999,8.359375,14.124043813394803,0,0,1,0,0,0
932,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,26.0,23.0,w,w,0.31730768,0.2911932,0.4673077,0.25923297,7.00397712616,3.49520161942,6.0695355,0,13,,pp,MA,44,1379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7.307692800000001,12.031251999999995,14.076697011255009,0,0,1,0,0,0
933,2023,2023-07-15 15:00:00,2,9,9.9.2,9,2,23.0,19.0,w,m,0.4673077,0.25923297,0.20384616,0.16477273,14.844616208379998,10.33026521303,10.66059339436,0,13,,pp,MA,44,1379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.3076920000000003,8.515626700000002,8.61544870918613,0,0,1,0,0,0
934,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,35.0,21.0,m,w,0.36923078,0.7911932,0.50384617,0.6995739,11.404472384409999,10.019579360909999,5.447019442256,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.230768800000001,67.03125200000001,67.23503318156807,0,0,1,1,0,0
935,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,21.0,30.0,w,m,0.50384617,0.6995739,0.23653845,0.6441761,12.397352154530001,6.05835333775,10.81622393985,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.15384679999999928,56.95312899999999,56.95333679187296,0,0,1,1,0,0
936,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,30.0,35.0,m,m,0.23653845,0.6441761,0.6576923,0.6697443,17.26926222021,-2.796162498507,17.04138779812,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,10.538461999999999,50.85937100000001,51.93972275475762,0,0,1,1,0,0
937,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,35.0,22.0,m,w,0.6576923,0.6697443,0.92115384,0.56889206,15.339288819679998,11.02930291225,10.66059339436,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.307692,53.67187299999999,54.04125211072549,0,0,1,1,0,0
938,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,22.0,21.0,w,w,0.92115384,0.56889206,0.47884616,0.5646307,17.903414944519998,0.4660281766945,17.89734868985,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,16.8461536,42.578126600000004,45.78962498077944,0,0,1,1,0,0
939,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,21.0,30.0,w,m,0.47884616,0.5646307,0.08846154,0.52059656,16.51408514525,4.815615725403,15.79635546391,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0.8461535999999992,42.109377,42.11787752538015,0,0,1,1,0,0
940,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,30.0,27.0,m,w,0.08846154,0.52059656,0.24615385,0.6136364,12.01014859793,-10.17492666141,6.380794075677,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,16.4615384,37.265621599999996,40.73952380341553,0,0,1,1,0,0
941,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,27.0,21.0,w,w,0.24615385,0.6136364,0.4826923,0.6193182,9.59133918267,-0.621368751493,9.57119051203,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.153846,47.50000399999999,48.57315069657033,0,0,1,1,0,0
942,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,21.0,27.0,w,w,0.4826923,0.6193182,0.8192308,0.52485794,17.09245610429,10.33026740025,13.61754860564,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6923079999999993,48.12500200000001,48.1299813823657,0,0,1,1,0,0
943,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,27.0,21.0,w,w,0.8192308,0.52485794,0.34615386,0.5255682,19.14254069112,-0.07767353542095,19.14238211767,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12.769232000000002,37.734373399999996,39.836368079437804,0,0,1,1,0,0
944,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,21.0,30.0,w,m,0.34615386,0.5255682,0.18076923,0.4346591,11.984368929399999,9.94190899149,6.692051885827,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.1538456,37.812502,38.30998725095903,0,0,1,1,0,0
945,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,30.0,35.0,m,m,0.18076923,0.4346591,0.77884614,0.4431818,24.21827122694,-0.9320530725589999,24.20032836767,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,12.769230799999999,27.812501000000005,30.60373289483931,0,0,1,1,0,0
946,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,35.0,24.0,m,w,0.77884614,0.4431818,0.9153846,0.28125,18.55083315813,17.709025767019998,5.524832746503,1,13,,pp,MA,44,1379,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,11.153845599999999,28.749998000000005,30.83781212519208,0,0,1,1,0,0
947,2023,2023-07-15 15:00:00,2,9,9.11.1,11,1,24.0,27.0,w,w,0.9153846,0.28125,0.9288462,0.12571023,17.0187041395,17.009984786969998,0.5447039783402,1,13,,pp,MA,44,1379,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,16.615384,10.9375,19.892206808633777,0,0,1,1,0,0
948,2023,2023-07-15 15:00:00,2,9,9.13.1,13,1,21.0,35.0,w,m,0.75576925,0.8458807,0.48653847,0.765625,13.98974783304,8.776842514090001,10.89403866579,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.230769999999998,73.04687700000001,73.7598460833944,0,0,1,1,0,0
949,2023,2023-07-15 15:00:00,2,9,9.13.1,13,1,35.0,24.0,m,w,0.48653847,0.765625,0.8153846,0.64985794,18.366902173059998,12.66040144866,13.306289701879999,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5384612,64.21875,64.2210074043253,0,0,1,1,0,0
950,2023,2023-07-15 15:00:00,2,9,9.13.1,13,1,24.0,1.0,w,m,0.8153846,0.64985794,0.86538464,0.54758525,11.36615666445,11.18464365109,2.023178937444,1,13,,pp,MA,44,1379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.615384,51.484373399999996,53.00743926901283,0,0,1,1,0,0
951,2023,2023-07-15 15:00:00,2,9,9.13.1,13,1,1.0,27.0,m,w,0.86538464,0.54758525,0.5596154,0.1512784,45.071933179,43.34051232924,12.37251627143,1,13,,pp,MA,44,1379,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,14.615385600000002,40.2343775,42.80671242981869,0,0,1,1,0,0
952,2023,2023-07-15 15:00:00,2,9,9.13.2,13,2,1.0,35.0,m,m,0.7980769,0.75071025,0.83076924,0.62997156,13.270202759099998,13.20410387709,1.322847716316,1,13,,pp,MA,44,1379,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.923075999999998,62.57812750000001,63.7038600298917,0,0,1,0,0,0
953,2023,2023-08-04 08:30:00,3,10,10.1.1,1,1,21.0,31.0,w,m,0.52692306,0.64701706,0.15576923,0.5120739,21.05542752901,14.757522201590001,15.01820929812,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0769224,51.171876600000004,51.18320736942195,0,0,1,1,0,0
954,2023,2023-08-04 08:30:00,3,10,10.1.1,1,1,31.0,27.0,m,w,0.15576923,0.5120739,0.41153845,0.5056818,10.372916549835,0.6990422923819999,10.349335584210001,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7692308,36.328129,38.85002797250356,0,0,1,1,0,0
955,2023,2023-08-04 08:30:00,3,10,10.1.1,1,1,27.0,35.0,w,m,0.41153845,0.5056818,0.62115383,0.5525568,9.910581986235,-5.1262968749999995,8.481786864173,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.538462,35.624998,35.80029602985774,0,0,1,1,0,0
956,2023,2023-08-04 08:30:00,3,10,10.1.1,1,1,35.0,24.0,m,w,0.62115383,0.5525568,0.77692306,0.4375,14.07311481695,12.582727798409998,6.3029792403760005,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.846153200000001,40.781248,41.0681797657916,0,0,1,1,0,0
957,2023,2023-08-04 08:30:00,3,10,10.1.1,1,1,24.0,35.0,w,m,0.77692306,0.4375,0.8403846,0.37642047,7.156301360536999,6.67971848033,2.5678804879699997,1,8,,pp,International,27,1584,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0769224,28.125,30.227699794321463,0,0,1,1,0,0
958,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,14.0,35.0,m,m,0.46153846,0.93821025,0.56153846,0.82102275,13.43935469863,12.8157421875,4.046356781278,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.5384616000000007,83.20312750000001,83.21734969269288,0,0,1,1,0,0
959,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,35.0,31.0,m,m,0.56153846,0.82102275,0.82884616,0.65340906,21.28366065518,18.33039965848,10.81622393985,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4615383999999985,70.31250250000001,70.35557674489765,0,0,1,1,0,0
960,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,31.0,35.0,m,m,0.82884616,0.65340906,0.60384613,0.74076706,13.196925421049999,-9.553558237999999,9.10430434361,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,13.153846399999999,51.8749966,53.51671652264183,0,0,1,1,0,0
961,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,35.0,25.0,m,m,0.60384613,0.74076706,0.175,0.7379261,17.355425564889998,0.31068762376819997,17.35264560827,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.153845199999999,61.484376600000004,61.624532418803724,0,0,1,1,0,0
962,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,25.0,35.0,m,m,0.175,0.7379261,0.47884616,0.7535511,12.4128781357,-1.7087656249999998,12.29470154549,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,13.0,61.17187100000001,62.53797087882403,0,0,1,1,0,0
963,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,35.0,14.0,m,m,0.47884616,0.7535511,0.72692305,0.6676136,13.75097668091,9.3982109375,10.03807558684,1,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8461535999999992,62.89062100000001,62.89631297365876,0,0,1,1,0,0
964,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,14.0,25.0,m,m,0.72692305,0.6676136,0.9653846,0.4900568,21.68303390386,19.41779139202,9.64900523797,1,8,,pp,International,27,1584,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,9.076922,53.43749600000001,54.202919586901416,0,0,1,1,0,0
965,2023,2023-08-04 08:30:00,3,10,10.2.1,2,1,25.0,27.0,m,w,0.9653846,0.4900568,0.6230769,0.09872159,44.9824102644,42.79681099442,13.850990596239999,1,8,,pp,International,27,1584,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,18.615384000000002,33.906248000000005,38.68030732691973,0,0,1,1,0,0
966,2023,2023-08-04 08:30:00,3,10,10.3.1,3,1,,20.0,,m,0.51153845,0.8146307,0.51153845,0.8146307,0.0,0.0,0.0,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.4615379999999991,69.60937700000001,69.61090707391747,0,0,1,0,0,0
967,2023,2023-08-04 08:30:00,3,10,10.3.1,3,1,20.0,6.0,m,w,0.17692308,0.82883525,0.036538463,0.59517044,26.17757196684,25.55381838002,5.680462526466,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12.9230768,71.17187750000001,72.3356209681904,0,0,1,0,0,0
968,2023,2023-08-04 08:30:00,3,10,10.3.1,3,1,6.0,3.0,w,m,0.036538463,0.59517044,0.32307693,0.53267044,13.459104201619999,6.835062499999999,11.59437010564,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.53846148,45.468748399999996,49.102766063715244,0,0,1,0,0,0
969,2023,2023-08-04 08:30:00,3,10,10.3.1,3,1,3.0,20.0,m,m,0.32307693,0.53267044,0.49615383,0.63920456,13.59355152141,-11.65067789732,7.003309258533,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0769228,38.593748399999996,39.23723043079955,0,0,1,0,0,0
970,2023,2023-08-04 08:30:00,3,10,10.3.1,3,1,20.0,10.0,m,w,0.49615383,0.63920456,0.77884614,0.6448864,11.45560521357,-0.621368751493,11.43874065376,0,8,,pp,International,27,1584,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15384679999999928,50.312501600000004,50.31273681770724,0,0,1,0,0,0
971,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,,11.0,,m,0.77692306,0.71590906,0.77692306,0.71590906,0.0,0.0,0.0,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11.0769224,58.7499966,59.78511779996452,0,0,1,0,0,0
972,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,10.0,9.0,w,w,0.85192305,0.6988636,0.9519231,0.52414775,19.530857542699998,19.10710335268,4.046357874888,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,14.076922,56.87499600000001,58.591167448635986,0,0,1,0,0,0
973,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,9.0,6.0,w,w,0.9519231,0.52414775,1.0,0.39417613,14.34633359047,14.213826334819998,1.9453641021430002,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,18.076924,37.6562525,41.77042654373465,0,0,1,0,0,0
974,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,6.0,20.0,w,m,1.0,0.39417613,0.73846155,0.44105113,11.75900215504,-5.1262968749999995,10.58277976203,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20.0,23.3593743,30.751591303337467,0,0,1,0,0,0
975,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,20.0,1.0,m,m,0.73846155,0.44105113,0.50769234,0.43678978,9.349368127679998,0.46602491773669996,9.33774633421,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.538462,28.5156243,30.068639585857465,0,0,1,0,0,0
976,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,1.0,20.0,m,m,0.50769234,0.43678978,0.7653846,0.39417613,11.42119040048,4.660271815094,10.427150310150001,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.30769359999999857,28.046875800000002,28.04856355487936,0,0,1,0,0,0
977,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,20.0,11.0,m,m,0.7653846,0.39417613,1.0,0.27485797,16.13673282753,13.04875329576,9.493375786089999,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10.615383999999999,23.3593743,25.658268553332984,0,0,1,0,0,0
978,2023,2023-08-04 08:30:00,3,10,10.3.2,3,2,11.0,20.0,m,m,1.0,0.27485797,0.89807695,0.09090909,20.53523224753,20.116833465680003,4.1241703042469995,0,8,,pp,International,27,1584,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,20.0,10.234376700000002,22.466474276964398,0,0,1,0,0,0
979,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,1.0,20.0,m,m,0.99615383,0.45667613,0.5173077,0.48579547,19.63577629888,-3.184520579184,19.37582301466,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,19.8461532,30.2343743,36.16610548774046,0,0,1,0,0,0
980,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,20.0,9.0,m,w,0.5173077,0.48579547,0.15576923,0.38707387,18.1816271413,10.79629180399,14.62913785564,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6923080000000015,33.4375017,33.44466789047795,0,0,1,0,0,0
981,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,9.0,11.0,w,m,0.15576923,0.38707387,0.034615386,0.19673295,21.38535216825,20.81587335212,4.902317016842,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13.7692308,22.5781257,26.445481219835443,0,0,1,0,0,0
982,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,11.0,20.0,m,m,0.034615386,0.19673295,0.2653846,0.2421875,10.578463830165001,-4.970954495745,9.33774742782,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,18.61538456,1.6406244999999977,18.68754106528429,0,0,1,0,0,0
983,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,20.0,11.0,m,m,0.2653846,0.2421875,0.5173077,0.19460227,11.44521482496,5.203968884835,10.193707225939999,0,8,,pp,International,27,1584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,9.384616,6.640625,11.496474148976327,0,0,1,0,0,0
984,2023,2023-08-04 08:30:00,3,10,10.3.3,3,3,11.0,10.0,m,w,0.5173077,0.19460227,0.5692308,0.15767045,4.552679291825,4.038900001493,2.100993772745,0,8,,pp,International,27,1584,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.6923080000000015,1.4062497,1.5674273780989318,0,0,1,0,0,0
985,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,16.0,1.0,w,m,0.04423077,0.37926137,0.20769231,0.4275568,8.464267341334,-5.28163761384,6.6142370505259995,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,18.2307692,21.7187507,28.35604128915775,0,0,1,0,0,0
986,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,1.0,30.0,m,m,0.20769231,0.4275568,0.0,0.28053978,18.14184489033,16.07792941783,8.403972466316,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11.6923076,27.031248000000005,29.451628570429207,0,0,1,0,0,0
987,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,30.0,5.0,m,m,0.0,0.28053978,0.26923078,0.24147727,11.70168058689,4.271915593554,10.89403866579,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,20.0,10.859375800000002,22.757988548323546,0,0,1,0,0,0
988,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,5.0,1.0,m,m,0.26923078,0.24147727,0.33846155,0.3146307,8.47640925572,-8.00013116462,2.8013237909020003,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,9.2307688,6.5624997,11.325788932853795,0,0,1,0,0,0
989,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,1.0,30.0,m,m,0.33846155,0.3146307,0.66346157,0.3146307,13.150661343609999,0.0,13.150661343609999,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,6.461538,14.609376999999995,15.974522517232646,0,0,1,0,0,0
990,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,30.0,26.0,m,w,0.66346157,0.3146307,0.87884617,0.22798295,12.87429844134,9.47588240053,8.715229620299999,0,8,,pp,International,27,1584,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,6.538462799999998,14.609376999999995,16.005792455080524,0,0,1,0,0,0
991,2023,2023-08-04 08:30:00,3,10,10.4.1,4,1,26.0,30.0,w,m,0.87884617,0.22798295,0.88461536,0.15553977,7.925898011429999,7.922459701589999,0.23344215464149998,0,8,,pp,International,27,1584,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,15.1538468,5.078124499999998,15.98206561353602,0,0,1,0,0,0
992,2023,2023-08-04 08:30:00,3,10,10.5.1,5,1,23.0,17.0,w,m,0.65384614,0.5880682,0.9980769,0.4588068,19.845465080279997,14.136153778179999,13.92880641579,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.153845599999999,44.68750200000001,45.10923021587316,0,0,1,0,0,0
993,2023,2023-08-04 08:30:00,3,10,10.5.1,5,1,17.0,32.0,m,m,0.9980769,0.4588068,0.46346155,0.4978693,22.05021674219,-4.2719140625,21.6324478797,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,19.923076000000002,30.468748000000005,36.40430691538132,0,0,1,0,0,0
994,2023,2023-08-04 08:30:00,3,10,10.5.1,5,1,32.0,9.0,m,w,0.46346155,0.4978693,0.20576923,0.37144887,17.31672598782,13.82546573884,10.42715140376,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.461538,34.765623000000005,34.796330782189855,0,0,1,0,0,0
995,2023,2023-08-04 08:30:00,3,10,10.5.1,5,1,9.0,6.0,w,w,0.20576923,0.37144887,0.06153846,0.2578125,13.729527707979999,12.427388153179999,5.836091650263,0,8,,pp,International,27,1584,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,11.769230799999999,20.8593757,23.950539622676963,0,0,1,0,0,0
996,2023,2023-08-04 08:30:00,3,10,10.5.1,5,1,6.0,17.0,w,m,0.06153846,0.2578125,0.1923077,0.027698863,25.7157360894,25.16545778404,5.29139042782,0,8,,pp,International,27,1584,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,17.538461599999998,8.359375,19.42876181554809,0,0,1,0,0,0
997,2023,2023-08-04 08:30:00,3,10,10.6.1,6,1,20.0,16.0,m,w,0.0,0.8160511,0.5903846,0.8416193,24.052155148769998,-2.796162498507,23.8890683703,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.0,69.76562100000001,72.57576643422819,0,0,1,0,0,0
998,2023,2023-08-04 08:30:00,3,10,10.6.1,6,1,16.0,20.0,w,m,0.5903846,0.8416193,0.2326923,0.8203125,14.65987595191,2.330134376493,14.47350731015,0,8,,pp,International,27,1584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6153840000000015,72.57812299999999,72.66811501388062,0,0,1,0,0,0
